Display Name,Username,IsVerified,Account Created,Followers Count,Friends Count,Statuses Count,User Location,List Count,User Bio
Donald E. Toney,detoney58,FALSE,2014-04-29 16:16:20+00:00,7977,7854,237091,"IA,TX",81,"MARRIED/RETIRED/Pastor/Business - I want to post messages from the Scriptures that can give hope and encouragement. Porn/nudity = BLOCKED, No $$ requests"
Sach DiLL,sachenjith,FALSE,2012-12-25 18:00:52+00:00,439,578,8750,Colombo,7,"Proud 🇱🇰
Travelholic ⛱️✈️⛴️⛵🚅 🗺️🏞️🏝️🌍
Foodie 🍽️🍝🍕🍟🍓
Workaholic 📊📉📩📧💼
🌎 🇦🇪 🇲🇻 🇮🇳 🇸🇬 🇲🇾 🇶🇦 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧 🇫🇷"
𝐊𝐨𝐥𝐢𝐭𝐡𝐚𝐁𝐞𝐞,KolithaBee,FALSE,2010-01-01 13:57:10+00:00,2295,668,140069,"Kurunegala, Sri lanka ",52,Just a Design Enthusiast
KOTTAN කොට්ටන්,KOTTANOFFICIAL,FALSE,2020-06-06 21:08:44+00:00,1701,1441,9206,,1,
Poornama🏏🇱🇰,iam_poor9,FALSE,2018-08-13 02:44:21+00:00,673,431,17437,,0,| Cricketholic | This man continuesly tweet abt cricket 😉
Hirantha H,hirantha_007,FALSE,2015-11-09 17:26:00+00:00,62,167,2250,Sri Lanka,1,
Ifthi,ifthi24,FALSE,2012-09-15 16:53:08+00:00,26,64,2544,Global Village ,0,DARE MIGHTY THINGS!!
RaNiYa🥴,Ranindu_,FALSE,2018-07-06 19:55:41+00:00,2220,223,43628,ඇඳේ🥴,1,Secret Santa 🎅
PETER JAYAWARDENA,PETERJ1958,FALSE,2009-12-23 05:55:13+00:00,30,72,142,Melbourne - Australia,0,
බිංගු 🐝 ✨,Aruna_____,FALSE,2020-04-02 04:53:41+00:00,543,167,5256,Sri Lanka,1,"දෑස රවටන පාට කැටයම් ..
අනේ නැතුවට කමක් නැ..!!"
Dushanthi Niwarthana,dushnivi,FALSE,2010-01-26 04:33:19+00:00,4109,682,49724,Mount Lavinia,15,I am a bot
yasiruuu,YasiruRasanga_,FALSE,2020-11-30 14:40:16+00:00,1329,792,3261,Lk 🇱🇰  |  Piliyandala,1,"student 📖 | MRC 


#clickedbyයසි_රු"
Ramesh Mohan Silva,RameshMohanSilv,FALSE,2013-01-30 07:12:42+00:00,16,68,243,"Seeduwa, Sri lanka ",0,®®📶🤗💚💚💚💚💖✌
🅸,_thinkholic,FALSE,2008-06-21 08:53:34+00:00,644,1008,4764,Sri Lanka,14,Coder by choice. Tweet when bored. Retweets are endorsements if not mentioned otherwise.
"Ayoma Kobbekaduwa ""阿约玛·科布""",ayoma_k,FALSE,2019-11-28 02:03:02+00:00,663,113,2966,"Katugastota, Kandy.",3,"No Jabs, No Jobs, No Jumbo Prawns"
Rasika Jayakody,rasikajy,FALSE,2010-09-10 22:17:50+00:00,7364,493,4587,"Colombo, Sri Lanka",42,Author | Inquirer | Co-Convenor #NextGenSL | Former Editor of @DailyNews_lk | Former Consultant @sltda_srilanka
Muditha ☮,MudithaUx,FALSE,2019-03-21 17:05:27+00:00,263,365,1763,Mt. Lavinia,1,⚠️️ කම්පෙයා බොත්තම කැඩී ඇත. කරුණාකර නැවත උත්සාහ කරන්න/පසුව පැමිනෙන්න
kau,KaushTudu,FALSE,2014-12-17 14:11:01+00:00,12,81,159,,0,
Naveen,naveenmadhawa,FALSE,2009-01-09 15:24:04+00:00,1357,578,19622,,36,
Wgdnada Dias,wgdnada,FALSE,2021-02-15 07:05:34+00:00,0,17,39,,0,
Inspector Lestrade,Rasanjana126,FALSE,2014-09-09 07:52:08+00:00,1053,1037,6210,"Chilaw , Sri Lanka",3,#IET #Automotive_Engineering #Marians #E&C #Teaching   🇱🇰
කේෂර Keshara கேசரா® 👨‍🎓🕵️‍♀️👨‍💻,IamKeshara,FALSE,2020-12-25 16:30:19+00:00,2755,2845,8694,"Pannipitiya, Sri Lanka ",3,Time spent learning is never a waste. Mistakes are proof that you are trying. 100% FOLLOW BACK ✌️👍💪🙏
Naleef Ahamed,naleef_ahamed,FALSE,2016-07-20 02:31:48+00:00,167,566,1769,Kurunegala,1,"Medical student at Wayamba University of Sri Lanka,
A proud Sri Lankan 🇱🇰🇱🇰,
Cricket 🏏 Politics ✌️ Music 🎼 Films🎬"
Robinhood@CSE,RobinhoodCSE1,FALSE,2021-02-08 12:10:39+00:00,735,101,546,"Echelon Square, Colombo",5,"Protecting retailers @ CSE killing field! From the rich to the poor to make the poor rich! 🇱🇰 🤠 Not Financial advice, but eye-openers! 👀"
Abdul Thawwab Ishaque,abdulthawwab,FALSE,2013-10-13 07:04:38+00:00,132,55,1103,"Colombo, Sri lanka",0,"Brother, Son, Speaker
💫🍀

@slwebcast"
chulan sisikelum,chulansisikelum,FALSE,2012-01-07 03:24:25+00:00,3,188,13,Sri Lanka,0,
Supun Tharaka,Supun_Tharaka_1,FALSE,2019-10-28 05:24:32+00:00,3198,1503,27536,Sri Lanka,3,Sri Lanka 🇱🇰 | Anuradhapura | Big Cricket Fan | Volleyball player | Life is nothing without cricket | #ST_18 | #RCB | #WeAreChallengers | #PlayBold
Udaya Sampath SD/SL+ ☸ + USA+Chn+Russa+India=Peace,UdayaSampath20,FALSE,2020-10-08 06:57:59+00:00,12,16,1407,,0,A Sinhala Buddhist. more 5000 year old nation.(the Nation of RAWANA and the Lord Buddha's Nation/Shakya)A realist. A humanity protector in the evil blind world
Dream Voice of PPL,DVofPPL,FALSE,2012-11-16 12:46:45+00:00,39,90,2234,,1,Dream on Different view | Own way | Honest | Love Nature | Kingdom of Kindness
෴ජෙනී෴Ⓙ,JayaniFdo,FALSE,2015-07-21 04:08:21+00:00,2640,498,16897,Sri Lanka,2,"මෙතන හූරලා බයෝ එක මතු කරගන්න👇
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░
#ජෙනීගේමල් 💐 #ජෙනීගේලිපි ✍
️#ජෙනීගේකෑම 🍜#ජෙනීගේවැඩ 🎊

Read👉 freedwrites.wordpress.com"
Panchamee Hewavissenti,Panchamee,FALSE,2014-08-10 07:23:39+00:00,179,6,977,Colombo,1,"Journalist,cook,photographer,polyglot  yoga,#organicbeauticulture,own a mini forest,psychology,sworn translator, vegan,editor,#කාබනිකගෙවතුවගාව #වසවිසනැතිකෑමබීම"
Samagi Tharuna Balawegaya,youthforsjb,FALSE,2020-06-06 06:54:20+00:00,942,20,248,Sri Lanka,5,Official Twitter account of සමගි තරුණ බලවේගය/ஐக்கிய இளைஞர் சக்தி/Samagi Tharuna Balawegaya. Youth Wing of Samagi Jana Balawegaya.
Nuwan Thisara 💙,tgntlk,FALSE,2009-08-29 16:46:03+00:00,282,1194,4354,Sri Lanka,24,"Government Employee 🧔, I love #classicalmusic 🎶,#nature🌾🌱🌴🐬🕊️, #technology📟🖱️💻, #Internet, #linux #gadgets 🔌1.73m, #BloodONlka 💉 #Galle #SriLanka 🌏"
K͞r͞i͞s͞h͞a͞n͞ Ma͟d͟h͟u͟r͟a͟n͟g͟a͟,KrishNMaduranga,FALSE,2013-04-01 16:14:26+00:00,14,76,38,"Galle, SriLanka",0,"#B+
#Sri Lankan
#KM"
Hapugoda P.,HapugodaP,FALSE,2019-07-13 13:23:46+00:00,435,284,10395,,1,"Retired. Interested in world affairs, Politics, Environment, social media etc.."
NOONE,thnsameera,FALSE,2011-06-26 00:16:07+00:00,582,497,5632,Sri Lanka,0,"""Never judge someone until you walk a mile in their shoes. By that time, they’ll be a mile away and barefoot"". Nuwan Sameera Official"
Anoma de Alwis,AnomadeA,FALSE,2010-07-12 06:14:08+00:00,473,108,6918,,3,"Retired but not tired
Old aunty, having own views"
senake rodrigo,Senake71,FALSE,2016-06-16 19:39:55+00:00,6,56,102,,0,
ȺpSaRA✨,Pink_princesss7,FALSE,2014-07-02 06:19:36+00:00,1844,468,31090,"Colombo, Sri Lanka",0,អប្សរា🦄🦋II.IX.MMXX♥️ | #blessedwiththebest #loveandlife 👩‍❤️‍👨 | I’m a beachoholic🥰 | 11:11✨ | RGU | CIMA | 👩‍🎓#අ
Vajira Sumedha🐦 🇱🇰,vajirasumeda,FALSE,2012-05-20 06:24:02+00:00,3911,635,16193,Colombo/Sri Lanka,65,proud Sri Lankan/ #TV #Journalist #srilanka
Sandeep Rangana Mudalige,MudaligeSandeep,FALSE,2020-09-29 15:06:01+00:00,192,220,1730,Ratnapura,1,SRI LANKAN 🇱🇰 𝕭𝖚𝖉𝖉𝖍𝖎𝖘𝖙 ☸️ ALOYSIANS 💙🤍 MUSIC LOVER 🎸 CRICKET FAN 🏏 WE SAVE OUR HOME 🌏
_지민_스리랑카_ 💜 .....(_ Jimin_Sri Lanka_),KimHeaWool,FALSE,2020-09-27 01:05:59+00:00,2693,1996,7814,Sri Lanka,6,"@BTS_twt #Jimin #OT7 #SLARMY
I'm always here for u 🤗🤗 as a Army , as a sister , as a friend 💜️💜️ if u want speak with me
그는 내가 넘어 질 때마다 내가 일어나도록 도와주는 사람입니다."
ɪᴢᴜ 🐨,Yeon_Kim7,FALSE,2020-02-15 19:43:33+00:00,297,403,16246,,15,♡ｌｏｖｅｕは 〈☃〉 __〠ちゃん__  E-army - 🇪🇦💜 ~poeta | la gringa de mi corazón: @IJUNPOP
Dale S,Dale_SouthEast,FALSE,2020-12-07 10:01:02+00:00,206,234,3299,Global,0,I am who I am.
අමල් ශිවන්ත 🇱🇰 ☸,amalskr,FALSE,2010-06-28 16:15:38+00:00,1178,1258,6963,"Colombo 7, Sri Lanka",20,මෘදුකාංග ඉංජිනේරු හා මෘදුකාග නවෝත්පාදනය
Sri Lanka Broadcasting Corporation,SLBClk,FALSE,2016-12-01 06:38:09+00:00,360,653,1741,Sri Lanka,2,The history of the Sri Lanka Broadcasting Corporation dates back to year 1925
SUPUN ☣️,BopeSM,FALSE,2018-04-01 14:07:15+00:00,2252,554,20543,Ragama,1,☣ #Music #BloodOPlka #බැංකුජීවිතේ
ARPA Sri Lanka,arpa_sl,FALSE,2020-05-08 03:13:35+00:00,249,7,552,,0,
Chandana Dissanayake,Chandan93462172,FALSE,2021-02-27 04:37:50+00:00,2,66,321,,0,Chandana Dissanayake
Avishka 🇱🇰,_avishka_,FALSE,2011-11-04 13:46:28+00:00,529,267,4615,Midgard,0,Eat . Sleep . Wonder . Repeat
Shaggy™| ෂැගී🎮,igurupanmalli,FALSE,2014-11-25 15:09:38+00:00,2042,595,25298,Kandy🍃,7,#Sony * NSBM * Graduated * Ubisoft * Brand Identity Designer👨🏻‍💻 * Game Level Artist  🎮 * Wildlife Photographer 📷🦏 * Ready for hike 🏕️ * Music 🎸 * #N 💕
SachiniPriyanwada,SachiniPriyanw1,FALSE,2020-12-15 12:42:17+00:00,536,472,98,Kautara,0,"Freelance writer, An environmental enthusiast , Reading, listening music"
DR.,Darsha0,FALSE,2019-08-25 02:17:54+00:00,656,400,12802,我到处都是그리고 나는 어디에나every where ,0,
Waruna Hapugoda,Waruna44,FALSE,2014-04-17 16:23:02+00:00,423,838,2925,Galle,3,Sri Lankan 🇱🇰 | Buddhist ☸️| Banker 🏦 | Cardiff Graduated👨‍🎓| Die hard Cricket fan🏏| Music Lover 🎶 | Traveller 🚴 |
Lahiru |🕊️🇱🇰,Lahiru_Shalith,FALSE,2020-07-10 16:55:32+00:00,1071,231,15335,udawalawa sri lanka ,1,🌹 Time Fly Fast so Aim on your Happiness 🌹
SLPI,SLPI,FALSE,2011-11-30 08:15:35+00:00,1267,292,4525,Sri Lanka,16,"The Sri Lanka Press Institute (SLPI) was established by the Newspaper Society of Sri Lanka, the Editors Guild of Sri Lanka, the FMM and the SLWJA."
janaka602,janaka602,FALSE,2014-12-04 06:09:49+00:00,77,184,92,Kingdom of Saudi Arabia,0,
bandhini fernando,BandhiniF,FALSE,2019-08-07 05:26:21+00:00,2479,3885,1501,"kandy,Sri lanka",1,"Planting Trees and Discovering the Truth !!
ජීවිතය දිගු නොවිය යුතුය, එය විශාල විය යුතුය.

facebook.com/bandhini.ferna…"
indika sri aravinda,indika_aravinda,FALSE,2021-02-07 20:55:06+00:00,87,230,109,,0,freelance journalist
🌸Sαɳʝυ σɳҽʋ Kιɳɠ Yҽʂԋυα ❤️👑🌼🌹,PrincezSanju,FALSE,2011-08-19 06:29:37+00:00,129,174,9181,Sri Lanka,0,"D crown of thorns on Jesus's head, His bloody batterd face, His ripped body, naild Hands, naild feet, pierced side, His broken heart..MY JESUS MY LOVE"
Janith Shey,JanithShey,FALSE,2019-12-04 00:56:56+00:00,1689,330,18873,"Down South ,Sri Lanka 🌴",1,"𝐓𝐡𝐞𝐫𝐞 𝐢𝐬 𝐧𝐨 𝐣𝐨𝐲 𝐢𝐧 𝐬𝐞𝐞𝐢𝐧𝐠 𝐭𝐡𝐨𝐬𝐞 𝐰𝐡𝐨 𝐜𝐨𝐦𝐞, & 𝐧𝐨 𝐬𝐨𝐫𝐫𝐨𝐰 𝐢𝐧 𝐬𝐞𝐞𝐢𝐧𝐠 𝐭𝐡𝐨𝐬𝐞 𝐰𝐡𝐨 𝐠𝐨...🙃 
#vidyalokians••🇱🇻"
Bandula,Bandula99992803,FALSE,2019-12-29 02:27:57+00:00,27,34,1141,,0,
Gayan Tharaka,kpgtharaka,FALSE,2009-06-15 06:30:09+00:00,4968,1768,39926,Batapola,24,#LKTech
Madugeeth,Madugeeth,FALSE,2011-01-14 09:51:31+00:00,46,232,7815,"Kosgama,Sri Lanka.",0,lms®
Giraya Sinhala News,Girayalk,FALSE,2020-08-20 12:47:39+00:00,20,10,1339,,1,"පුවත් ලෙලි ගසා ඇත්ත දැනගමු!
#Giraya #News #Politics #SriLanka #lka #GirayaNews"
ARJUNA,arjunadesilva73,FALSE,2012-02-20 03:31:33+00:00,2,0,7060,,0,
Looking Glass,ReflectMind,FALSE,2013-02-17 13:17:16+00:00,996,230,13546,,1,"Post Grad, Buddhist Meditation, Nature lover, Minimalist, Believes in racial harmony ,Patriot. Standing up for what is right."
ИΛҠΛИ,Pamod_ND,FALSE,2018-11-13 16:41:53+00:00,491,816,3767,"Colombo,Sri Lanka",0,😒
M.A.C.M Hilmi,MACMHilmi2,FALSE,2020-03-25 04:46:36+00:00,0,20,72,,0,principal
Lankanews,lankanewslines,FALSE,2013-02-06 19:06:22+00:00,506,2,5743,"Hull, England",3,Salted and Peppered News from Sri Lanka.
nanda,LeelanandaP,FALSE,2021-02-01 03:05:04+00:00,3,38,498,,0,
Farhan Mohomad,farhanMohomadd,FALSE,2014-07-27 17:36:11+00:00,935,877,5144,Sri Lanka,0,"Pastry Chef, 
Sri lankan 🇱🇰"
Thilan Warnajith,TWarnajith,FALSE,2021-05-08 20:27:28+00:00,4,56,14,Sri Lanka,0,Sri Lankan Actor
Android වැඩකාරයෝ,androidwdlka,FALSE,2017-09-24 17:02:16+00:00,3622,9,2834,Sri Lanka,3,"Android වැඩකාරයෝ is a Sri Lankan technology news website, publishing news, feature stories, and product reviews. #androidwedakarayo"
Dinal,AmIsoSweet,FALSE,2011-12-06 05:47:03+00:00,5866,835,139310,,34,Sorry if my tweets were offended you 😌 / does not entertain fake profiles ✌️
එරමිනියා,slothinthinking,FALSE,2019-05-30 09:37:14+00:00,95,177,4204,,0,thorns long and short
Sinhala rawaya,rawaya_sinhala,FALSE,2019-11-22 12:47:17+00:00,7,14,8,,0,sinhala rawaya
Achira Liyanage,achiralk,FALSE,2010-02-25 12:19:56+00:00,11984,1204,50892,Sri Lanka,67,Agilest | Limited Edition | Founder @O2Space & @Podipela | #BabyChalu | Planter | Content Writer | Photographer | Entrepreneur | PCM | IC | SLIIT | UCSC 🇱🇰
GimhanaW,gimhana_w,FALSE,2019-11-12 19:56:09+00:00,1,29,17,,0,
#Rohan Kaduwela,rohankadu,FALSE,2010-06-21 03:26:30+00:00,138,107,4123,"Ukuwela, Sri Lanka",0,Rtd #MajGen #SriLankaArmy. #HRpractitioner. Fellow member & visiting faculty at #IPM and Life member at #OPA. Excellent communicator.
Rate Gossip,RateGossip,FALSE,2014-06-19 08:41:21+00:00,216,169,9590,,0,
🇱🇰 ආනන්Da 🇱🇰🌹🌹🌹,AnandaKumarasi9,FALSE,2018-11-24 11:37:18+00:00,2851,4998,10450,,2,
Chathura Ranasinghe,Chaththa_R,FALSE,2020-07-11 06:16:15+00:00,211,557,904,,2,"Journalist/ Sports Lover✍️🇱🇰 Nalandian🇱🇻

  aruna.lk @ThemorningSpor1 @ThemorningLK"
kasukusu.lk,Kasukusu_lk,FALSE,2020-02-13 09:52:11+00:00,1,12,479,"Colombo,Sri Lanka ",0,"විශ්වසනීය පුවත් අඩවිය
An Uplifting, Positive & Trustworthy News Web"
පොඩිනිලමේ,Alokuayya,FALSE,2014-06-26 20:17:32+00:00,896,497,13931,"London, England",3,All we have is now ♡︎ Be happy for this Moment .. This Moment is your Life :  👨🏻‍⚕️| 👣| 🌱 | 🏋🏾‍♂️| 🕺🏼
miuranga,miuranga_d,FALSE,2020-01-30 11:29:59+00:00,1010,1006,1650,,2,2D Motion Graphic Designer 🖥
DBG,DBG96999631,FALSE,2020-05-02 06:25:04+00:00,22,23,739,Sri Lanka,0,විනාශයට යන රට සහ කළකාන්නි ජනතාව වෙනුවෙන් යමක් ලියන්නට යොදවන කාලය සහ වෙහෙස අපතේ යාමක්ද?
Jayathma Guest,BandaraHearth,FALSE,2020-12-12 22:49:43+00:00,18,104,66,Sri Lanka,0,Homestay Service
Gamer SL 🇱🇰🇨🇦,RealGamerLK,FALSE,2018-12-30 05:38:40+00:00,695,1841,3902,Sri Lanka,0,#Gaming #FIFA #RacingWheelG29 #Formula1 #F1 #Ashes #Cricket #Racing #SriLanka #PlaystationNetwork #GTSports #GranTurismo #Games #LKA #NBA #PES #PS4 #G29 #SL
champika jayawarna,champikasl,FALSE,2021-02-04 15:33:49+00:00,147,154,1850,"Nuwaraeliya ,Sri Lanka",3,
Youth Advocacy Network Sri Lanka,YANSriLanka,FALSE,2018-02-13 16:39:23+00:00,708,269,3791,Sri Lanka,4,We are a group of young Sri Lankans working towards achieving Sexual and Reproductive Health & Rights and Gender-Equality in our island!  #SRHR4all
Rikkaf Saleem,Rikkaf123,FALSE,2013-05-23 11:22:30+00:00,238,352,5493,Colombo,3,Sri Lanka|Cricket|Anirudh|Rugby|Sanga|Working @ Malaysian Visa Processing Center
Chamli chandana,Chamlichandana,FALSE,2012-03-14 15:44:55+00:00,19,250,11051,Sri Lanka,0,NO.1
Harsha jayamal🇱🇰🇨🇦,jayamal_harsha,FALSE,2015-10-26 01:36:15+00:00,447,178,10136,Sri Lanka,2,"Undergraduate Student| Natur Lover| Reader| Foodie| Dreamer
Retweets are not endorsements"
Thass,Thass283,FALSE,2012-11-29 13:40:04+00:00,1431,578,280199,Sri Lankan,51,"Senior Citizen. Engineer. Social worker. 
Praying for Peace, Justice, Humanity for the oppressed, innocent children and victims of conflict."
Sachin Dananjaya98,sachinpeiris98,FALSE,2015-01-17 00:25:34+00:00,1973,4584,15253,"Colombo, Sri Lanka",6,@ThePapareSports Journalist 🇱🇰 Cricket 🏏 and Sports lover
Pasi,iampasi_,FALSE,2021-01-10 12:28:43+00:00,32,80,22,,0,
Thevindu Kulasinghe,kulasinghet,FALSE,2020-03-23 02:23:58+00:00,395,402,1160,Sri Lanka,0,"UCSC 🎓 | 👨🏾‍💻 | ❤️🍨🍦☕ 🍜 | 🌲 |  @WijerathneU 👩🏻‍🤝‍👨🏾 | 🦣 | Sorry, I can't hear you over the sound of how awesome I am"
Fazlullah Mubarak,imfazlullah,FALSE,2016-12-07 16:56:28+00:00,2331,19,2345,"Chennai, India",3,Tv News Anchor | Presenter at News1st | The Best Tamil Tv Presenter Of The Year (2019 Raigam Awards ) & The Famous Tamil Tv News Anchor Of The Year (2020)
Sahara,JustFabulous_S,FALSE,2009-11-09 07:18:35+00:00,6713,774,57738,Budleigh Babberton,23,Bitchin'
WASANTHA SAMARAWEERA,WASANTHASAMAR11,FALSE,2018-12-11 10:59:49+00:00,0,0,1477,"AVISSAWELLA, SRI-LANKA",0,
Chandra Embuldeniya,Embuldeniya,FALSE,2009-08-19 06:55:39+00:00,344,164,2534,Sri Lanka,2,"Higher Education, Sports University,Founder VC UWU, UCLan 2011-16, Chairman TVEC 2014-15, President, NCCSL Sri Lanka 2000-2011, Global Network Partner WBCSD"
T&D Group Sri Lanka,TnDsrilanka,FALSE,2018-07-19 09:58:05+00:00,114,169,1166,Sri Lanka,2,A correspondent firm to @RSM_Global. T&D specialised in serving businesses and organisations under one roof with the trust backed by 20 years in the industry.
Sanjaya Wilson Jayasekera,sanjayawilson,FALSE,2010-12-07 19:24:59+00:00,458,183,4583,Colombo,4,"LL.B, LL.M | Attorney-at-Law | Jurist | Writer for the World Socialist Web Site | Editor, theRepublic.lk. Views are mine, unless quoted."
Sandun Arosha F'do,sandunarosha,FALSE,2012-02-12 10:52:33+00:00,3046,659,15926,Sri Lanka,53,Award winning Broadcast Journalist | Head of @citizen_newslk @helakuru NEWS @citizenchecked | Pursuing Masters on Media Research | Worked for @CNNi
Dhammika Bandara,ajithdb,FALSE,2012-04-25 14:37:58+00:00,2,7,9349,Kotte - 10100,0,For Films & Politics
Get REALOrDie Trying,cooldilcool,FALSE,2010-12-27 04:29:21+00:00,204,485,6937,Colombo,12,"Nothing to say, better get to know me first and then decide.. :)"
Shanthi Fonseka,GLSFonseka1,FALSE,2019-09-26 11:52:49+00:00,107,140,4685, Primrose Garden -Kandy,1,"Accountant/ ex Director- Human Resources
Plan Sri Lankla. 
fonseka.gls@gmail.com  0704539804"
Cupcake is studying for her exam🧁💚✨,dul_nayanathara,FALSE,2019-08-22 20:16:48+00:00,1399,432,36770,"Kandy, Sri Lanka",2,Chem Lover♥️👩🏻‍🔬| Bibliophile📚 | Thalassophile🌊 | Opacarophile
🆂🅷🅰🅽 ,SHAN__88,FALSE,2019-07-05 01:09:35+00:00,6147,2445,37203,කුරුණෑගල අහස යට,1,I am not angry with anyone but I do not want those who were removed from my life again 🖕😎
mithun divyanga silva,MDivyanga,FALSE,2017-11-15 09:25:06+00:00,8,149,150,Sri Lanka,0,Writer
Sri Lanka News Today,SriLankaNewsTo1,FALSE,2020-09-22 07:20:28+00:00,9,27,442,Sri Lanka,0,News website in Sri Lanka
Super Deluxe,sachp,FALSE,2007-06-07 10:24:59+00:00,3059,954,23742,Sri Lanka,37,"A snack that loves to snack. Queer feminist interested in all things internet, pop culture and sexual and repro justice. Coordinates @Resurj. she/they."
Ceylon News Hub,cnh_lk,FALSE,2017-03-04 01:48:14+00:00,11,343,3578,,0,
Nimantha Narampanawa,nncloudsl,FALSE,2009-11-06 05:28:24+00:00,432,753,2542,"Wattegama,sri lanka",4,
Sunil Jayakody,JayakodySunil,FALSE,2014-09-20 17:09:34+00:00,1,36,14704,,0,
Lalith Weerathunga,LKWeerathunga,FALSE,2018-03-22 02:29:11+00:00,202,260,2737,Sri Lanka,1,IT manager in a media company.
Gampaha In Myanmar,GampahaM,FALSE,2021-03-09 04:10:43+00:00,2,2,24,Myanmar,0,"Welcome to the Twitter page of The Embassy of The Karaoke Massage Bar of Gampaha in Myanmar. ගම්පහ රජයේ තානාපති කාර්යාලය, මියන්මාරය. සඳුදා-සිකුරාදා නැහැ,බැහැ."
Eranga Weligamage,ErangaWeligama1,FALSE,2019-01-08 15:54:38+00:00,1,41,10,,0,
Lanka Mag,lanka_mag1,FALSE,2021-05-12 07:17:25+00:00,325,649,348,Sri Lanka,0,"Welcome To Lanka Mag

Posting Daily, Digestible & Easy To Understand Political Breakdown & News"
live@newssl,livenewssl1,FALSE,2020-12-04 13:34:09+00:00,40,233,65,Sri Lanka,0,Sri Lanka live news cast
Janayugaya News Web,JanayugayaNW,FALSE,2018-10-06 12:39:57+00:00,238,12,2110,,2,
Lemon Puff (ලෙමන් පෆ්)🍋,dulakshi_g,FALSE,2017-06-27 08:46:33+00:00,1921,355,39618,Sri Lanka,1,"An educator, feminist 🌸🌳🐕🌈️♥️🌊🌞"
Isuru Chamara,IsuruCh08597452,FALSE,2020-08-17 10:08:51+00:00,5,2,182,,0,
Himma,himmahimesh,FALSE,2014-06-19 07:46:01+00:00,266,618,2934,Kandy ,0,
Ranil Perera,BRSPerera2,FALSE,2015-12-29 12:35:09+00:00,153,435,3327,Western Province Sri Lanka.,0,(the fight for human right is about speaking truth to power)
Jayaruwan Bandara,JayaruwanBanda1,FALSE,2021-02-21 08:05:35+00:00,92,1150,343,,1,happy
Udara Wilathgamuwa,WilatUdara,FALSE,2011-12-18 03:16:26+00:00,93,270,17448,Sri Lanka,0,Accountant and Freelance Writer
VoiceTube,VoiceTubelk,FALSE,2018-10-04 09:12:51+00:00,152,228,2627,Sri Lanka,0,
Mohamed Thasleem,Mohamed26315961,FALSE,2018-12-14 20:34:23+00:00,101,286,686,,0,"I love my motherland Sri Lanka, Anti-Racist Anti-Corruptionist nature lover."
Ceylon24x7,ceylon24x7,FALSE,2019-09-09 10:20:54+00:00,10,0,3494,,0,
Thenuwara Nandasiri,ThenuwaraNanda2,FALSE,2016-03-24 16:52:07+00:00,29,88,4870,,0,
ලැරී 🌈,KanchaLhiru,FALSE,2019-07-29 14:38:09+00:00,1407,642,11070,"Puttalam,Sri Lanka",1,I Don’t try to be perfect 😎 Just try to be better than I was yesterday✌️❤️
"Charitha Herath, (PhD)",charith9,TRUE,2009-06-19 09:18:55+00:00,14027,683,6050,#Colombo #Kurunagala #SriLanka,51,"Member of @ParliamentLK #lka Chairman-#COPE, Prof. of #Philosophy(Chair -2019) (Fmr/Head) @UPeradeniya, Secretary/Min.of #Media (2012-15),Chairman/#CEA(2010-13)"
dinushasanuka,dinushasanuka,FALSE,2012-08-06 08:48:32+00:00,67,1158,243,colombo,1,
යම රජතුමා,Yama_Rajano,FALSE,2019-09-16 06:50:46+00:00,2746,721,8482,පොලොව යට ,3,"අපරාධ කාරයන්ට වද දිම මාගේ වෘත්තීය වන අතර.අපාය සංවර්ධනනය කර දියුනු කිරිම මාගේ බලාපොරොත්තුවයි.
දේශපාලනයෙන් තොරයි 🙏.
A Hell Like No Other ♻️
මා Facebook හි නොමැත."
The College of Surgeons of Sri Lanka,CSSL_AAS,FALSE,2017-06-09 05:42:52+00:00,245,408,341,Sri Lanka,0,The College of Surgeons of Sri Lanka is the main body of Surgeons across Sri Lanka.
ධනුවා (Dhanuwaa) 🌱💕 🇱🇰💕,0_dhanushka,FALSE,2015-06-17 04:32:47+00:00,6963,6802,40326,"Udawalawa, Sri Lanka",4,"#Simple_Friendly_Funny  
#Banker 
#Lover
#Traveler 
#Listener 
#No_Politics 
මේ ඉන්න ටිකේ සතුටින් ඉන්න. 🙏👍"
Poornima Jayani,PoornimaJayani,FALSE,2019-08-28 03:02:06+00:00,8,47,389,Galle,0,
Shakir Thawfeek™,shakirrthawfeek,FALSE,2017-05-28 01:31:19+00:00,131,21,7462,"Colombo, Sri Lanka",0,"Founder and Managing director of MKMNEWS | Social Activtist | 
Only Personal views!"
Leader.lk,leaderlknews,FALSE,2021-04-19 14:30:38+00:00,4,0,382,Sri Lanka,0,"Get the latest news & top stories from Sri Lanka, the latest political news, sports news, weather updates, exam results, business etc."
Vidyacakra Rajapaksa,VidyacakraR,FALSE,2008-09-07 13:39:09+00:00,265,758,857,"Gampaha, Sri Lanka(Sinhale)",1,"I'm a Sinhalese(හෙළ යකෙක්). 

A little farmer from Sri Lanka(formerly Sinhale/සිංහළේ/Ceylon) who knows OpenStack(openstack.org) & Gentoo Linux."
Nanda Wanninayaka,Wanninayaka,FALSE,2009-04-03 09:03:21+00:00,1055,662,21372,Sri Lanka,13,Chairman of Horizon Lanka Foundation
